Skill,Relevant_Coursework,Model_Estimated_ability,Course_Level,Course_Num,Course_IDNum
Integrated Solutions and Services,"Computer Science  526 Network Systems Security  Attacks on networked systems, tools and techniques for detection and protection against attacks including firewalls and intrusion detection and protection systems, authentication and identification in distributed systems, cryptographic protocols for IP networks, security protocols for emerging networks and technologies, privacy enhancing communication. Legal and ethical issues will be introduced.  ",0.22557766044139863,5.0,526.0,CPSC 526
Computer Science,"Computer Science  526 Network Systems Security  Attacks on networked systems, tools and techniques for detection and protection against attacks including firewalls and intrusion detection and protection systems, authentication and identification in distributed systems, cryptographic protocols for IP networks, security protocols for emerging networks and technologies, privacy enhancing communication. Legal and ethical issues will be introduced.  ",0.11198294286727906,5.0,526.0,CPSC 526
Computer-Aided Design,"Computer Science  525 Principles of Computer Security  Security policies and protection mechanisms for a computing system, including such topics as design principles of protection systems, authentication and authorization, reference monitors, security architecture of popular platforms, formal modelling of protection systems, discretionary access control, safety analysis, information flow control, integrity, role-based access control. Legal and ethical considerations will be introduced.  ",0.24851816755533218,5.0,525.0,CPSC 525
Integrated Solutions and Services,"Computer Science  525 Principles of Computer Security  Security policies and protection mechanisms for a computing system, including such topics as design principles of protection systems, authentication and authorization, reference monitors, security architecture of popular platforms, formal modelling of protection systems, discretionary access control, safety analysis, information flow control, integrity, role-based access control. Legal and ethical considerations will be introduced.  ",0.24606038633584976,5.0,525.0,CPSC 525
Test Planning and Field Operations,"Computer Science  525 Principles of Computer Security  Security policies and protection mechanisms for a computing system, including such topics as design principles of protection systems, authentication and authorization, reference monitors, security architecture of popular platforms, formal modelling of protection systems, discretionary access control, safety analysis, information flow control, integrity, role-based access control. Legal and ethical considerations will be introduced.  ",0.2451029615521431,5.0,525.0,CPSC 525
Mechanical and Control Systems,"Computer Science  525 Principles of Computer Security  Security policies and protection mechanisms for a computing system, including such topics as design principles of protection systems, authentication and authorization, reference monitors, security architecture of popular platforms, formal modelling of protection systems, discretionary access control, safety analysis, information flow control, integrity, role-based access control. Legal and ethical considerations will be introduced.  ",0.21206065038442612,5.0,525.0,CPSC 525
Computer Science,"Computer Science  525 Principles of Computer Security  Security policies and protection mechanisms for a computing system, including such topics as design principles of protection systems, authentication and authorization, reference monitors, security architecture of popular platforms, formal modelling of protection systems, discretionary access control, safety analysis, information flow control, integrity, role-based access control. Legal and ethical considerations will be introduced.  ",0.11198294286727906,5.0,525.0,CPSC 525
Statistical Process Controls,Computer Science  522 Introduction to Randomized Algorithms  Techniques for the design and analysis of randomized algorithms; discrete probability theory; randomized data structures; lower bound techniques; randomized complexity classes; advanced algorithmic applications from various areas.  ,0.27107178580760954,5.0,522.0,CPSC 522
System Characterization and Test,Computer Science  522 Introduction to Randomized Algorithms  Techniques for the design and analysis of randomized algorithms; discrete probability theory; randomized data structures; lower bound techniques; randomized complexity classes; advanced algorithmic applications from various areas.  ,0.26720740255117414,5.0,522.0,CPSC 522
Data Collection and Analysis,Computer Science  522 Introduction to Randomized Algorithms  Techniques for the design and analysis of randomized algorithms; discrete probability theory; randomized data structures; lower bound techniques; randomized complexity classes; advanced algorithmic applications from various areas.  ,0.26115470151901243,5.0,522.0,CPSC 522
Computer-Aided Design,Computer Science  522 Introduction to Randomized Algorithms  Techniques for the design and analysis of randomized algorithms; discrete probability theory; randomized data structures; lower bound techniques; randomized complexity classes; advanced algorithmic applications from various areas.  ,0.24851816755533218,5.0,522.0,CPSC 522
Computer Science,Computer Science  522 Introduction to Randomized Algorithms  Techniques for the design and analysis of randomized algorithms; discrete probability theory; randomized data structures; lower bound techniques; randomized complexity classes; advanced algorithmic applications from various areas.  ,0.11198294286727906,5.0,522.0,CPSC 522
Test Planning and Field Operations,"Computer Science 521 Foundations of Functional Programming  Theoretical foundations of functional programming: the lambda-calculus, beta-reduction, confluence, and reduction strategies. Programming syntax: solving recursive equations with the Y-combinator, let and letrec, types, datatypes, and patterns. Programming in a functional language: recursion patterns, useful combinators, maps, and folds, for datatypes. Example applications: recursive descent parsing, unification, combinatorial algorithms, theorem proving.  ",0.35098664799928664,5.0,521.0,CPSC 521
Ethics/Values in Science and,"Computer Science 521 Foundations of Functional Programming  Theoretical foundations of functional programming: the lambda-calculus, beta-reduction, confluence, and reduction strategies. Programming syntax: solving recursive equations with the Y-combinator, let and letrec, types, datatypes, and patterns. Programming in a functional language: recursion patterns, useful combinators, maps, and folds, for datatypes. Example applications: recursive descent parsing, unification, combinatorial algorithms, theorem proving.  ",0.3426159034252167,5.0,521.0,CPSC 521
Process and Procedure Development,"Computer Science 521 Foundations of Functional Programming  Theoretical foundations of functional programming: the lambda-calculus, beta-reduction, confluence, and reduction strategies. Programming syntax: solving recursive equations with the Y-combinator, let and letrec, types, datatypes, and patterns. Programming in a functional language: recursion patterns, useful combinators, maps, and folds, for datatypes. Example applications: recursive descent parsing, unification, combinatorial algorithms, theorem proving.  ",0.3380143574357033,5.0,521.0,CPSC 521
Computer-Aided Design,"Computer Science 521 Foundations of Functional Programming  Theoretical foundations of functional programming: the lambda-calculus, beta-reduction, confluence, and reduction strategies. Programming syntax: solving recursive equations with the Y-combinator, let and letrec, types, datatypes, and patterns. Programming in a functional language: recursion patterns, useful combinators, maps, and folds, for datatypes. Example applications: recursive descent parsing, unification, combinatorial algorithms, theorem proving.  ",0.24851816755533218,5.0,521.0,CPSC 521
Computer Science,"Computer Science 521 Foundations of Functional Programming  Theoretical foundations of functional programming: the lambda-calculus, beta-reduction, confluence, and reduction strategies. Programming syntax: solving recursive equations with the Y-combinator, let and letrec, types, datatypes, and patterns. Programming in a functional language: recursion patterns, useful combinators, maps, and folds, for datatypes. Example applications: recursive descent parsing, unification, combinatorial algorithms, theorem proving.  ",0.11198294286727906,5.0,521.0,CPSC 521
Computer Systems Analysis,"Computer Science 519 Introduction to Quantum Computation  Introduction to quantum computing. Quantum algorithms, quantum search, quantum fourier transforms, quantum error correcting codes, quantum cryptography, nonlocality and quantum communication complexity, and quantum computational complexity.  ",0.3735547120094299,5.0,519.0,CPSC 519
Discrete Mathematics,"Computer Science 519 Introduction to Quantum Computation  Introduction to quantum computing. Quantum algorithms, quantum search, quantum fourier transforms, quantum error correcting codes, quantum cryptography, nonlocality and quantum communication complexity, and quantum computational complexity.  ",0.3587809925317764,5.0,519.0,CPSC 519
Computer Theory,"Computer Science 519 Introduction to Quantum Computation  Introduction to quantum computing. Quantum algorithms, quantum search, quantum fourier transforms, quantum error correcting codes, quantum cryptography, nonlocality and quantum communication complexity, and quantum computational complexity.  ",0.27177161841392516,5.0,519.0,CPSC 519
Computer-Aided Design,"Computer Science 519 Introduction to Quantum Computation  Introduction to quantum computing. Quantum algorithms, quantum search, quantum fourier transforms, quantum error correcting codes, quantum cryptography, nonlocality and quantum communication complexity, and quantum computational complexity.  ",0.24851816755533218,5.0,519.0,CPSC 519
Computer Science,"Computer Science 519 Introduction to Quantum Computation  Introduction to quantum computing. Quantum algorithms, quantum search, quantum fourier transforms, quantum error correcting codes, quantum cryptography, nonlocality and quantum communication complexity, and quantum computational complexity.  ",0.11198294286727906,5.0,519.0,CPSC 519
Test Planning and Field Operations,"Computer Science 518 Introduction to Computer Algebra  Fundamental problems, classical and modern algorithms, and algorithm design and analysis techniques of use in computer algebra. Integer and polynomial arithmetic. Additional problems in computer algebra, possibly including problems in computational linear algebra, factorization, and concerning systems of polynomial equations will be considered as time permits.  ",0.27862605900764464,5.0,518.0,CPSC 518
Computer Systems Analysis,"Computer Science 518 Introduction to Computer Algebra  Fundamental problems, classical and modern algorithms, and algorithm design and analysis techniques of use in computer algebra. Integer and polynomial arithmetic. Additional problems in computer algebra, possibly including problems in computational linear algebra, factorization, and concerning systems of polynomial equations will be considered as time permits.  ",0.26850480324029924,5.0,518.0,CPSC 518
Computer Theory,"Computer Science 518 Introduction to Computer Algebra  Fundamental problems, classical and modern algorithms, and algorithm design and analysis techniques of use in computer algebra. Integer and polynomial arithmetic. Additional problems in computer algebra, possibly including problems in computational linear algebra, factorization, and concerning systems of polynomial equations will be considered as time permits.  ",0.2570760633587837,5.0,518.0,CPSC 518
Computer-Aided Design,"Computer Science 518 Introduction to Computer Algebra  Fundamental problems, classical and modern algorithms, and algorithm design and analysis techniques of use in computer algebra. Integer and polynomial arithmetic. Additional problems in computer algebra, possibly including problems in computational linear algebra, factorization, and concerning systems of polynomial equations will be considered as time permits.  ",0.24851816755533218,5.0,518.0,CPSC 518
Computer Science,"Computer Science 518 Introduction to Computer Algebra  Fundamental problems, classical and modern algorithms, and algorithm design and analysis techniques of use in computer algebra. Integer and polynomial arithmetic. Additional problems in computer algebra, possibly including problems in computational linear algebra, factorization, and concerning systems of polynomial equations will be considered as time permits.  ",0.11198294286727906,5.0,518.0,CPSC 518
Test Planning and Field Operations,Computer Science 517 Design and Analysis of Algorithms II  Advanced techniques for the design and analysis of deterministic and probabilistic algorithms; techniques for deriving lower bounds on the complexity of problems.  ,0.2505121827363968,5.0,517.0,CPSC 517
Computer-Aided Design,Computer Science 517 Design and Analysis of Algorithms II  Advanced techniques for the design and analysis of deterministic and probabilistic algorithms; techniques for deriving lower bounds on the complexity of problems.  ,0.24851816755533218,5.0,517.0,CPSC 517
Data Collection and Analysis,Computer Science 517 Design and Analysis of Algorithms II  Advanced techniques for the design and analysis of deterministic and probabilistic algorithms; techniques for deriving lower bounds on the complexity of problems.  ,0.234496986246109,5.0,517.0,CPSC 517
System Characterization and Test,Computer Science 517 Design and Analysis of Algorithms II  Advanced techniques for the design and analysis of deterministic and probabilistic algorithms; techniques for deriving lower bounds on the complexity of problems.  ,0.2259226423025131,5.0,517.0,CPSC 517
Computer Science,Computer Science 517 Design and Analysis of Algorithms II  Advanced techniques for the design and analysis of deterministic and probabilistic algorithms; techniques for deriving lower bounds on the complexity of problems.  ,0.11198294286727906,5.0,517.0,CPSC 517
Computer Systems Analysis,Computer Science 513 Computability  Computable functions; decidable and undecidable problems; Church's thesis and recursive functions.  ,0.4379980244994163,5.0,513.0,CPSC 513
Computer Programming Languages,Computer Science 513 Computability  Computable functions; decidable and undecidable problems; Church's thesis and recursive functions.  ,0.4147699609875679,5.0,513.0,CPSC 513
Computer Theory,Computer Science 513 Computability  Computable functions; decidable and undecidable problems; Church's thesis and recursive functions.  ,0.34402679628133775,5.0,513.0,CPSC 513
Computer-Aided Design,Computer Science 513 Computability  Computable functions; decidable and undecidable problems; Church's thesis and recursive functions.  ,0.24851816755533218,5.0,513.0,CPSC 513
Computer Science,Computer Science 513 Computability  Computable functions; decidable and undecidable problems; Church's thesis and recursive functions.  ,0.11198294286727906,5.0,513.0,CPSC 513
Test Planning and Field Operations,"Computer Science 511 Introduction to Complexity Theory  Time and space complexity; the classes P, LOGSPACE, PSPACE and their nondeterministic counterparts; containments and separations between complexity classes; intractability and the theory of NP-completeness; complexity theories for probabilistic algorithms and for parallel algorithms.  ",0.2886566354632378,5.0,511.0,CPSC 511
System Characterization and Test,"Computer Science 511 Introduction to Complexity Theory  Time and space complexity; the classes P, LOGSPACE, PSPACE and their nondeterministic counterparts; containments and separations between complexity classes; intractability and the theory of NP-completeness; complexity theories for probabilistic algorithms and for parallel algorithms.  ",0.2875039068937302,5.0,511.0,CPSC 511
Ethics/Values in Science and,"Computer Science 511 Introduction to Complexity Theory  Time and space complexity; the classes P, LOGSPACE, PSPACE and their nondeterministic counterparts; containments and separations between complexity classes; intractability and the theory of NP-completeness; complexity theories for probabilistic algorithms and for parallel algorithms.  ",0.2856955411553383,5.0,511.0,CPSC 511
Computer-Aided Design,"Computer Science 511 Introduction to Complexity Theory  Time and space complexity; the classes P, LOGSPACE, PSPACE and their nondeterministic counterparts; containments and separations between complexity classes; intractability and the theory of NP-completeness; complexity theories for probabilistic algorithms and for parallel algorithms.  ",0.24851816755533218,5.0,511.0,CPSC 511
Computer Science,"Computer Science 511 Introduction to Complexity Theory  Time and space complexity; the classes P, LOGSPACE, PSPACE and their nondeterministic counterparts; containments and separations between complexity classes; intractability and the theory of NP-completeness; complexity theories for probabilistic algorithms and for parallel algorithms.  ",0.11198294286727906,5.0,511.0,CPSC 511
Computer-Aided Design,Computer Science 503 Project  A research project conducted under the guidance of a faculty member. A report must be presented on completion of the course.  503.01. Project in Computer Science  503.02. Project in Theoretical Computer Science 503.03. Project in Computer Graphics 503.04. Project in Information Security 503.05. Project in Scientific Computation 503.06. Project in Software Engineering  503.07. Project in Human Computer Interaction  503.08. Project in Networks and Distributed Computing ,0.24851816755533218,5.0,503.0,CPSC 503
Test Planning and Field Operations,Computer Science 503 Project  A research project conducted under the guidance of a faculty member. A report must be presented on completion of the course.  503.01. Project in Computer Science  503.02. Project in Theoretical Computer Science 503.03. Project in Computer Graphics 503.04. Project in Information Security 503.05. Project in Scientific Computation 503.06. Project in Software Engineering  503.07. Project in Human Computer Interaction  503.08. Project in Networks and Distributed Computing ,0.23027582137584685,5.0,503.0,CPSC 503
Process and Projects Documentation,Computer Science 503 Project  A research project conducted under the guidance of a faculty member. A report must be presented on completion of the course.  503.01. Project in Computer Science  503.02. Project in Theoretical Computer Science 503.03. Project in Computer Graphics 503.04. Project in Information Security 503.05. Project in Scientific Computation 503.06. Project in Software Engineering  503.07. Project in Human Computer Interaction  503.08. Project in Networks and Distributed Computing ,0.21716014593839644,5.0,503.0,CPSC 503
Research and Development,Computer Science 503 Project  A research project conducted under the guidance of a faculty member. A report must be presented on completion of the course.  503.01. Project in Computer Science  503.02. Project in Theoretical Computer Science 503.03. Project in Computer Graphics 503.04. Project in Information Security 503.05. Project in Scientific Computation 503.06. Project in Software Engineering  503.07. Project in Human Computer Interaction  503.08. Project in Networks and Distributed Computing ,0.19560357103347778,5.0,503.0,CPSC 503
Computer Science,Computer Science 503 Project  A research project conducted under the guidance of a faculty member. A report must be presented on completion of the course.  503.01. Project in Computer Science  503.02. Project in Theoretical Computer Science 503.03. Project in Computer Graphics 503.04. Project in Information Security 503.05. Project in Scientific Computation 503.06. Project in Software Engineering  503.07. Project in Human Computer Interaction  503.08. Project in Networks and Distributed Computing ,0.11198294286727906,5.0,503.0,CPSC 503
Computer-Aided Design,Computer Science 502 Research Project  A substantial research project under the guidance of a faculty member. A report must be written and presented on completion of the course. 502.01. Research Project in Computer Science 502.02. Research Project in Theoretical Computer Science 502.03. Research Project in Computer Graphics 502.04. Research Project in Information Security 502.05. Research Project in Scientific Computation 502.06. Research Project in Software Engineering  502.07. Research Project in Human Computer Interaction  502.08. Research Project in Networks and Distributed Computing  ,0.24851816755533218,5.0,502.0,CPSC 502
Test Planning and Field Operations,Computer Science 502 Research Project  A substantial research project under the guidance of a faculty member. A report must be written and presented on completion of the course. 502.01. Research Project in Computer Science 502.02. Research Project in Theoretical Computer Science 502.03. Research Project in Computer Graphics 502.04. Research Project in Information Security 502.05. Research Project in Scientific Computation 502.06. Research Project in Software Engineering  502.07. Research Project in Human Computer Interaction  502.08. Research Project in Networks and Distributed Computing  ,0.238315028655529,5.0,502.0,CPSC 502
Process and Projects Documentation,Computer Science 502 Research Project  A substantial research project under the guidance of a faculty member. A report must be written and presented on completion of the course. 502.01. Research Project in Computer Science 502.02. Research Project in Theoretical Computer Science 502.03. Research Project in Computer Graphics 502.04. Research Project in Information Security 502.05. Research Project in Scientific Computation 502.06. Research Project in Software Engineering  502.07. Research Project in Human Computer Interaction  502.08. Research Project in Networks and Distributed Computing  ,0.2224402849793434,5.0,502.0,CPSC 502
Research and Development,Computer Science 502 Research Project  A substantial research project under the guidance of a faculty member. A report must be written and presented on completion of the course. 502.01. Research Project in Computer Science 502.02. Research Project in Theoretical Computer Science 502.03. Research Project in Computer Graphics 502.04. Research Project in Information Security 502.05. Research Project in Scientific Computation 502.06. Research Project in Software Engineering  502.07. Research Project in Human Computer Interaction  502.08. Research Project in Networks and Distributed Computing  ,0.13983522219657898,5.0,502.0,CPSC 502
Computer Science,Computer Science 502 Research Project  A substantial research project under the guidance of a faculty member. A report must be written and presented on completion of the course. 502.01. Research Project in Computer Science 502.02. Research Project in Theoretical Computer Science 502.03. Research Project in Computer Graphics 502.04. Research Project in Information Security 502.05. Research Project in Scientific Computation 502.06. Research Project in Software Engineering  502.07. Research Project in Human Computer Interaction  502.08. Research Project in Networks and Distributed Computing  ,0.11198294286727906,5.0,502.0,CPSC 502
Computer-Aided Design,Computer Science 501 Advanced Programming Techniques  Theory and application of advanced programming methods and tools. Recent issues as well as those of an enduring nature will be discussed.  ,0.24851816755533218,5.0,501.0,CPSC 501
Research and Development,Computer Science 501 Advanced Programming Techniques  Theory and application of advanced programming methods and tools. Recent issues as well as those of an enduring nature will be discussed.  ,0.23500880945920943,5.0,501.0,CPSC 501
Test Planning and Field Operations,Computer Science 501 Advanced Programming Techniques  Theory and application of advanced programming methods and tools. Recent issues as well as those of an enduring nature will be discussed.  ,0.23327195737361908,5.0,501.0,CPSC 501
Process and Procedure Development,Computer Science 501 Advanced Programming Techniques  Theory and application of advanced programming methods and tools. Recent issues as well as those of an enduring nature will be discussed.  ,0.22424164237976074,5.0,501.0,CPSC 501
Computer Science,Computer Science 501 Advanced Programming Techniques  Theory and application of advanced programming methods and tools. Recent issues as well as those of an enduring nature will be discussed.  ,0.11198294286727906,5.0,501.0,CPSC 501
Research and Development,"Computer Science  499 Special Topics in Computer Science  Exploration of various areas in Computer Science. Topics will vary from year-to-year. It will be offered as required to provide the opportunity for students to engage in additional areas in Computer Science. Before registration, consult the Department of Computer Science for topics offered. ",0.23665290266275407,4.0,499.0,CPSC 499
Ethics/Values in Science and,"Computer Science  499 Special Topics in Computer Science  Exploration of various areas in Computer Science. Topics will vary from year-to-year. It will be offered as required to provide the opportunity for students to engage in additional areas in Computer Science. Before registration, consult the Department of Computer Science for topics offered. ",0.23125099110603334,4.0,499.0,CPSC 499
Test Planning and Field Operations,"Computer Science  499 Special Topics in Computer Science  Exploration of various areas in Computer Science. Topics will vary from year-to-year. It will be offered as required to provide the opportunity for students to engage in additional areas in Computer Science. Before registration, consult the Department of Computer Science for topics offered. ",0.22502243667840957,4.0,499.0,CPSC 499
Computer-Aided Design,"Computer Science  499 Special Topics in Computer Science  Exploration of various areas in Computer Science. Topics will vary from year-to-year. It will be offered as required to provide the opportunity for students to engage in additional areas in Computer Science. Before registration, consult the Department of Computer Science for topics offered. ",0.2209073393046856,4.0,499.0,CPSC 499
Computer Science,"Computer Science  499 Special Topics in Computer Science  Exploration of various areas in Computer Science. Topics will vary from year-to-year. It will be offered as required to provide the opportunity for students to engage in additional areas in Computer Science. Before registration, consult the Department of Computer Science for topics offered. ",0.09954143071174622,4.0,499.0,CPSC 499
Statistical Process Controls,"Computer Science 491 Techniques for Numerical Computation  Elementary techniques for the numerical solution of mathematical problems on a computer, including methods for solving linear and non-linear equations, numerical integration, and interpolation.  ",0.25481965747475627,4.0,491.0,CPSC 491
System Characterization and Test,"Computer Science 491 Techniques for Numerical Computation  Elementary techniques for the numerical solution of mathematical problems on a computer, including methods for solving linear and non-linear equations, numerical integration, and interpolation.  ",0.24830574470758437,4.0,491.0,CPSC 491
Computer Systems Analysis,"Computer Science 491 Techniques for Numerical Computation  Elementary techniques for the numerical solution of mathematical problems on a computer, including methods for solving linear and non-linear equations, numerical integration, and interpolation.  ",0.2344232426583767,4.0,491.0,CPSC 491
Computer-Aided Design,"Computer Science 491 Techniques for Numerical Computation  Elementary techniques for the numerical solution of mathematical problems on a computer, including methods for solving linear and non-linear equations, numerical integration, and interpolation.  ",0.2209073393046856,4.0,491.0,CPSC 491
Computer Science,"Computer Science 491 Techniques for Numerical Computation  Elementary techniques for the numerical solution of mathematical problems on a computer, including methods for solving linear and non-linear equations, numerical integration, and interpolation.  ",0.09954143071174622,4.0,491.0,CPSC 491
Computer-Aided Design,"Computer Science 481 Human-Computer Interaction I  Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.  ",0.2209073393046856,4.0,481.0,CPSC 481
Test Planning and Field Operations,"Computer Science 481 Human-Computer Interaction I  Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.  ",0.2106538909971714,4.0,481.0,CPSC 481
Process and Projects Documentation,"Computer Science 481 Human-Computer Interaction I  Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.  ",0.2043864963054657,4.0,481.0,CPSC 481
Process and Procedure Development,"Computer Science 481 Human-Computer Interaction I  Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.  ",0.19400019013881684,4.0,481.0,CPSC 481
Computer Science,"Computer Science 481 Human-Computer Interaction I  Fundamental theory and practice of the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design; methods for evaluating interfaces with or without user involvement; techniques for prototyping and implementing graphical user interfaces.  ",0.09954143071174622,4.0,481.0,CPSC 481
Computer Systems Analysis,"Computer Science 471 Data Base Management Systems  Conceptual, internal and external data bases. Relational data base systems and SQL. The normal forms, data base design, and the entity-relationship approach.  ",0.22244372284412384,4.0,471.0,CPSC 471
Computer-Aided Design,"Computer Science 471 Data Base Management Systems  Conceptual, internal and external data bases. Relational data base systems and SQL. The normal forms, data base design, and the entity-relationship approach.  ",0.2209073393046856,4.0,471.0,CPSC 471
Test Planning and Field Operations,"Computer Science 471 Data Base Management Systems  Conceptual, internal and external data bases. Relational data base systems and SQL. The normal forms, data base design, and the entity-relationship approach.  ",0.20508174338936805,4.0,471.0,CPSC 471
Data Collection and Analysis,"Computer Science 471 Data Base Management Systems  Conceptual, internal and external data bases. Relational data base systems and SQL. The normal forms, data base design, and the entity-relationship approach.  ",0.1947883741557598,4.0,471.0,CPSC 471
Computer Science,"Computer Science 471 Data Base Management Systems  Conceptual, internal and external data bases. Relational data base systems and SQL. The normal forms, data base design, and the entity-relationship approach.  ",0.09954143071174622,4.0,471.0,CPSC 471
Computer-Aided Design,"Computer Science 461 Information Structures  File architecture and manipulation techniques for various file types. Physical characteristics of current mass storage devices. Advanced data structures and algorithms for implementing various sequential and hierarchical file structures. File organization and design for various applications, file systems and other storage management techniques including website design.  ",0.2209073393046856,4.0,461.0,CPSC 461
Process and Procedure Development,"Computer Science 461 Information Structures  File architecture and manipulation techniques for various file types. Physical characteristics of current mass storage devices. Advanced data structures and algorithms for implementing various sequential and hierarchical file structures. File organization and design for various applications, file systems and other storage management techniques including website design.  ",0.20976189985871316,4.0,461.0,CPSC 461
Data Collection and Analysis,"Computer Science 461 Information Structures  File architecture and manipulation techniques for various file types. Physical characteristics of current mass storage devices. Advanced data structures and algorithms for implementing various sequential and hierarchical file structures. File organization and design for various applications, file systems and other storage management techniques including website design.  ",0.19817370682954788,4.0,461.0,CPSC 461
Process and Projects Documentation,"Computer Science 461 Information Structures  File architecture and manipulation techniques for various file types. Physical characteristics of current mass storage devices. Advanced data structures and algorithms for implementing various sequential and hierarchical file structures. File organization and design for various applications, file systems and other storage management techniques including website design.  ",0.19615598371624945,4.0,461.0,CPSC 461
Computer Science,"Computer Science 461 Information Structures  File architecture and manipulation techniques for various file types. Physical characteristics of current mass storage devices. Advanced data structures and algorithms for implementing various sequential and hierarchical file structures. File organization and design for various applications, file systems and other storage management techniques including website design.  ",0.09954143071174622,4.0,461.0,CPSC 461
Computer-Aided Design,"Computer Science 457 Principles of Operating Systems  An introduction to operating systems principles. Performance measurement; concurrent programs; the management of information, memory and processor resources.  ",0.2209073393046856,4.0,457.0,CPSC 457
Computer Operating Systems,"Computer Science 457 Principles of Operating Systems  An introduction to operating systems principles. Performance measurement; concurrent programs; the management of information, memory and processor resources.  ",0.20042726853489876,4.0,457.0,CPSC 457
Computer Systems Analysis,"Computer Science 457 Principles of Operating Systems  An introduction to operating systems principles. Performance measurement; concurrent programs; the management of information, memory and processor resources.  ",0.1985024187862873,4.0,457.0,CPSC 457
Test Planning and Field Operations,"Computer Science 457 Principles of Operating Systems  An introduction to operating systems principles. Performance measurement; concurrent programs; the management of information, memory and processor resources.  ",0.19039166897535323,4.0,457.0,CPSC 457
Computer Science,"Computer Science 457 Principles of Operating Systems  An introduction to operating systems principles. Performance measurement; concurrent programs; the management of information, memory and processor resources.  ",0.09954143071174622,4.0,457.0,CPSC 457
Computer-based Transducers,"Computer Science 453 Introduction to Computer Graphics  Introduction to computer graphics. Principles of raster image generation. Example of a graphics API. Graphics primitives. Co-ordinate systems, affine transformations and viewing of graphical objects. Introduction to rendering including shading models and ray tracing. Introduction to modelling including polygon meshes, subdivision, and parametric curves and surfaces.  ",0.2776986072063446,4.0,453.0,CPSC 453
Data Collection and Analysis,"Computer Science 453 Introduction to Computer Graphics  Introduction to computer graphics. Principles of raster image generation. Example of a graphics API. Graphics primitives. Co-ordinate systems, affine transformations and viewing of graphical objects. Introduction to rendering including shading models and ray tracing. Introduction to modelling including polygon meshes, subdivision, and parametric curves and surfaces.  ",0.27398844024538993,4.0,453.0,CPSC 453
Space Systems and Electronics,"Computer Science 453 Introduction to Computer Graphics  Introduction to computer graphics. Principles of raster image generation. Example of a graphics API. Graphics primitives. Co-ordinate systems, affine transformations and viewing of graphical objects. Introduction to rendering including shading models and ray tracing. Introduction to modelling including polygon meshes, subdivision, and parametric curves and surfaces.  ",0.2732768560945988,4.0,453.0,CPSC 453
Computer-Aided Design,"Computer Science 453 Introduction to Computer Graphics  Introduction to computer graphics. Principles of raster image generation. Example of a graphics API. Graphics primitives. Co-ordinate systems, affine transformations and viewing of graphical objects. Introduction to rendering including shading models and ray tracing. Introduction to modelling including polygon meshes, subdivision, and parametric curves and surfaces.  ",0.2209073393046856,4.0,453.0,CPSC 453
Computer Science,"Computer Science 453 Introduction to Computer Graphics  Introduction to computer graphics. Principles of raster image generation. Example of a graphics API. Graphics primitives. Co-ordinate systems, affine transformations and viewing of graphical objects. Introduction to rendering including shading models and ray tracing. Introduction to modelling including polygon meshes, subdivision, and parametric curves and surfaces.  ",0.09954143071174622,4.0,453.0,CPSC 453
System Characterization and Test,"Computer Science 449 Programming Paradigms  Examination of the basic principles of the major programming language paradigms. Focus on declarative paradigms such as functional and logic programming. Data types, control expressions, loops, types of references, lazy evaluation, different interpretation principles, information hiding.  ",0.25292042577266693,4.0,449.0,CPSC 449
Process and Procedure Development,"Computer Science 449 Programming Paradigms  Examination of the basic principles of the major programming language paradigms. Focus on declarative paradigms such as functional and logic programming. Data types, control expressions, loops, types of references, lazy evaluation, different interpretation principles, information hiding.  ",0.2459992305636406,4.0,449.0,CPSC 449
Ethics/Values in Science and,"Computer Science 449 Programming Paradigms  Examination of the basic principles of the major programming language paradigms. Focus on declarative paradigms such as functional and logic programming. Data types, control expressions, loops, types of references, lazy evaluation, different interpretation principles, information hiding.  ",0.23186194655299186,4.0,449.0,CPSC 449
Computer-Aided Design,"Computer Science 449 Programming Paradigms  Examination of the basic principles of the major programming language paradigms. Focus on declarative paradigms such as functional and logic programming. Data types, control expressions, loops, types of references, lazy evaluation, different interpretation principles, information hiding.  ",0.2209073393046856,4.0,449.0,CPSC 449
Computer Science,"Computer Science 449 Programming Paradigms  Examination of the basic principles of the major programming language paradigms. Focus on declarative paradigms such as functional and logic programming. Data types, control expressions, loops, types of references, lazy evaluation, different interpretation principles, information hiding.  ",0.09954143071174622,4.0,449.0,CPSC 449
Computer Systems Analysis,"Computer Science 441 Computer Networks  Principles and practice in modern telecommunications, computer communications and networks. Layered communication protocols and current physical, data link, network and Internet protocol layers. Circuit switching, packet switching, and an introduction to broadband multimedia networking.  ",0.23423132979869843,4.0,441.0,CPSC 441
